number_sta,date,ff
14137001,2018-05-09,2.8954166666666667
14137001,2018-05-10,4.0025
14137001,2018-05-11,4.138333333333334
14137001,2018-05-12,2.0579166666666664
14137001,2018-05-13,2.7054166666666664
14137001,2018-05-14,5.934309623430962
14137001,2018-05-15,4.25125
14137001,2018-05-16,5.197500000000001
14137001,2018-05-17,4.390833333333333
14137001,2018-05-18,3.2762499999999997
14137001,2018-05-19,2.8795833333333336
14137001,2018-05-20,2.5420833333333333
14137001,2018-05-21,2.762916666666667
14137001,2018-05-22,3.1741666666666664
14137001,2018-05-23,3.6824999999999997
14137001,2018-05-24,1.6558333333333333
14137001,2018-05-25,1.9679166666666668
14137001,2018-05-26,3.827916666666667
14137001,2018-05-27,2.462083333333333
14137001,2018-05-28,2.29875
14137001,2018-05-29,2.4079166666666665
14137001,2018-05-30,2.6258333333333335
14137001,2018-05-31,2.045
14137001,2018-06-01,2.6845833333333333
14137001,2018-06-02,1.84875
14137001,2018-06-03,2.8745833333333333
14137001,2018-06-04,3.2375
14137001,2018-06-05,3.444166666666667
